question,Retrieval_Time,Chain_Time,context,answer,contexts,ground_truth,evolution_type,metadata,episode_done
" What role does Natural Language Processing play in the field of Artificial Intelligence, particularly within a BSc (Hons) Computer Science program?",0.0067648887634277,4.135914087295532,"The Computer Science - Artificial Intelligence BSc (Hons) course is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills

The Computer Science - Artificial Intelligence BSc (Hons) course is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills

The Computer Science - Artificial Intelligence BSc (Hons) course is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills

Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range"," Natural Language Processing (NLP) plays a significant role in the field of Artificial Intelligence, particularly within a BSc (Hons) Computer Science program focused on Artificial Intelligence. NLP is a subfield of AI that deals with the interaction between computers and human language. It involves developing algorithms and models that enable machines to understand, interpret, and generate human language. In the context of the Computer Science - Artificial Intelligence BSc (Hons) course at NTU, students would learn about various aspects of NLP, such as text analysis, sentiment analysis, machine translation, and chatbot development, among others. These skills are crucial for creating intelligent systems capable of understanding and responding to natural human language, making them valuable in many real-world applications like virtual assistants, recommendation systems, and more.","['Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills required to work in the field of AI - including machine learning, natural language processing, problem solving and other cognitive techniques, as well as an understanding of the professional and ethical considerations that surround AI.']","Natural Language Processing (NLP) plays a significant role in the field of Artificial Intelligence by enabling machines to understand and interpret human language. Within a BSc (Hons) Computer Science program, NLP is likely covered as part of the curriculum that includes machine learning, problem-solving, and cognitive techniques. It allows AI systems to process large amounts of natural language data, facilitating applications such as voice recognition, chatbots, and translation services.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
"What career opportunities are available for BSc (Hons) Computer Science with a focus on Artificial Intelligence, machine learning, and cognitive computing in industries such as technology, healthcare, finance, and other emerging sectors?",0.0072188377380371,3.839243173599243,"During Computer Science - Artificial Intelligence (with foundation year) BSc (Hons), you will be equipped with the knowledge and skills necessary for careers in digital and technology occupations across a wide variety of different sectors in industrial, commercial and scientific computing. You will

During Computer Science - Artificial Intelligence (with foundation year) BSc (Hons), you will be equipped with the knowledge and skills necessary for careers in digital and technology occupations across a wide variety of different sectors in industrial, commercial and scientific computing. You will

During Computer Science - Artificial Intelligence (with foundation year) BSc (Hons), you will be equipped with the knowledge and skills necessary for careers in digital and technology occupations across a wide variety of different sectors in industrial, commercial and scientific computing. You will

Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is designed to enable you to develop the knowledge and skills that are necessary for, specifically, a career in the industry sectors undertaking the design of intelligent computer systems and emerging smart technologies"," The Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) degree from Nottingham Trent University equips students with the knowledge and skills necessary for careers in various sectors, including but not limited to technology, healthcare, finance, and emerging sectors. Graduates may find opportunities in roles such as AI Engineer, Data Scientist, Machine Learning Engineer, Cognitive Computing Specialist, and more. These roles can involve designing, developing, and implementing intelligent computer systems, analyzing complex data sets, creating predictive models, and working on cutting-edge projects in these industries. It's essential to note that the specific job titles and responsibilities may vary depending on the company, sector, and individual role requirements.","['Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills required to work in the field of AI - including machine learning, natural language processing, problem solving and other cognitive techniques, as well as an understanding of the professional and ethical considerations that surround AI.', 'Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is designed to enable you to develop the knowledge and skills that are necessary for, specifically, a career in the industry sectors undertaking the design of intelligent computer systems and emerging smart technologies and, generally, for a broad range of careers in industrial, commercial and scientific computing. The BSc (Hons) Computer Science (Artificial Intelligence) degree has been designed to meet the accreditation requirements of BCS â€“ the Institute for IT, for both CITP and partial CEng registration. The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using']","A BSc (Hons) Computer Science degree with a focus on Artificial Intelligence, machine learning, and cognitive computing opens up various career opportunities in industries such as technology, healthcare, finance, and other emerging sectors. Graduates can work in the design of intelligent computer systems, utilize AI and machine learning for problem-solving, contribute to smart technologies development, and prepare themselves for a broad range of careers within these industries.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
"What key areas of focus are included in the BSc (Hons) Computer Science degree with a specialization in Artificial Intelligence, particularly regarding machine learning and cognitive computing?",0.0070140361785888,7.249698638916016,"Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range"," The BSc (Hons) Computer Science degree with a specialization in Artificial Intelligence at Nottingham Trent University focuses on several key areas related to machine learning and cognitive computing. These include:  1. Machine Learning: Students will learn various machine learning techniques such as supervised learning, unsupervised learning, reinforcement learning, and deep learning. They will also gain practical experience in implementing these methods using popular libraries like TensorFlow or PyTorch.  2. Cognitive Computing: This area covers the development of intelligent systems that can mimic human thought processes. It includes topics like natural language processing, computer vision, and expert systems.  3. Big Data Analysis: With the vast amounts of data being generated daily, there's a growing need for individuals who can analyze and interpret this data effectively. The course will cover tools and techniques for handling large datasets and extracting meaningful insights from them.  4. Ethical and Social Implications: Given the potential impact of AI on society, the course also addresses ethical considerations and social implications associated with AI technology.  5. Industry Projects: Throughout the course, students will have opportunities to work on real-world projects, applying their knowledge and skills to solve complex problems faced by industries today.  6. Professional Development: In addition to technical skills, the course aims to develop students' professional skills, including communication, teamwork, and problem-solving abilities.","['Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is aimed at students who are interested and inspired by the new AI technologies and want to work to become a leader in meeting the challenges posed by AI and big data.  This course will support students with a broad range of skills required to work in the field of AI - including machine learning, natural language processing, problem solving and other cognitive techniques, as well as an understanding of the professional and ethical considerations that surround AI.']","The BSc (Hons) Computer Science degree with a specialization in Artificayer Intelligence includes key areas of focus such as machine learning and cognitive computing techniques, problem-solving skills, natural language processing, and an understanding of professional and ethical considerations surrounding AI.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What are some examples of how artificial intelligence (AI), machine learning, and cognitive computing are being utilized in various industry sectors?",0.0070292949676513,8.361310005187988,"in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general

in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general

in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general

industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an"," At Nottingham Trent University, we teach our students about the practical applications of Artificial Intelligence (AI), Machine Learning, and Cognitive Computing across various industry sectors. Here are some examples:  1. Healthcare: AI can help diagnose diseases more accurately, predict patient outcomes, and even assist in surgeries. Machine Learning algorithms can analyze vast amounts of medical data to identify patterns and trends, leading to improved patient care.  2. Finance: AI is used extensively in finance for tasks such as fraud detection, risk assessment, and algorithmic trading. Machine Learning models can analyze financial data to identify unusual patterns or behaviors that may indicate fraudulent activity.  3. Manufacturing: AI can optimize production processes, reduce waste, and improve quality control. Machine Learning algorithms can analyze data from sensors on machinery to predict maintenance needs and prevent equipment failures.  4. Retail: AI can personalize shopping experiences, recommend products based on customer preferences, and automate inventory management. Cognitive Computing systems can understand and respond to natural language queries, making online shopping easier and more intuitive.  5. Transportation: AI is used in autonomous vehicles, traffic management systems, and predictive maintenance for transportation infrastructure. Machine Learning algorithms can analyze data from sensors and cameras to optimize routes, avoid congestion, and predict maintenance needs.  6. Entertainment: AI can create personalized content recommendations, power virtual assistants like Siri and Alexa, and even generate music or art. Cognitive Computing systems can understand and respond to human emotions, enhancing user experiences in gaming, social media, and other digital platforms.","['Computer Science - Artificial Intelligence (with foundation year) BSc (Hons) is designed to enable you to develop the knowledge and skills that are necessary for, specifically, a career in the industry sectors undertaking the design of intelligent computer systems and emerging smart technologies and, generally, for a broad range of careers in industrial, commercial and scientific computing. The BSc (Hons) Computer Science (Artificial Intelligence) degree has been designed to meet the accreditation requirements of BCS â€“ the Institute for IT, for both CITP and partial CEng registration. The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using']","Artificial Intelligence (AI), Machine Learning, and Cognitive Computing are being utilized across a wide range of industry sectors. In healthcare, AI is used for diagnostic imaging analysis, personalizing treatment plans, and managing patient data. The finance sector employs these technologies in algorithmic trading, fraud detection, and customer service through chatbots. Retail companies use machine learning for inventory management, personalized recommendations, and optimizing supply chains. In manufacturing, AI is applied to predictive maintenance, quality control, and automation of production lines. The transportation industry leverages these technologies in autonomous vehicles, route optimization, and logistics planning.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What core services does your company offer in relation to artificial intelligence technologies?,0.0069279670715332,2.479721546173096,"Core services we offer include: Consultancy services to help businesses and organisations implement artificial intelligence technologies, develop strategies, and identify opportunities. Analyse large amounts of data and develop models to extract insights from that data. Our expertise is mainly in

Core services we offer include: Consultancy services to help businesses and organisations implement artificial intelligence technologies, develop strategies, and identify opportunities. Analyse large amounts of data and develop models to extract insights from that data. Our expertise is mainly in

Core services we offer include: Consultancy services to help businesses and organisations implement artificial intelligence technologies, develop strategies, and identify opportunities. Analyse large amounts of data and develop models to extract insights from that data. Our expertise is mainly in

Our expertise is mainly in analysing the data related to healthcare. Develop and train machine learning and deep learning models to be used for a variety of applications, including image recognition, natural language processing (NLP), and speech recognition. Develop and implement robotics and"," Our company offers consultancy services to help businesses and organizations implement artificial intelligence technologies, develop strategies, and identify opportunities. We specialize in analyzing large amounts of data and developing models to extract insights from that data, with our main expertise being in the field of healthcare. This includes developing and training machine learning and deep learning models for various applications such as image recognition, natural language processing (NLP), and speech recognition. Additionally, we also have expertise in robotics and their implementation.","['Core services we offer include: Consultancy services to help businesses and organisations implement artificial intelligence technologies, develop strategies, and identify opportunities. Analyse large amounts of data and develop models to extract insights from that data. Our expertise is mainly in analysing the data related to healthcare. Develop and train machine learning and deep learning models to be used for a variety of applications, including image recognition, natural language processing (NLP), and speech recognition. Develop and implement robotics and automation technologies. Considering the diversity in the application of robotics, our expertise is the area of assistive robotics. Develop computer vision technologies, including object recognition, facial recognition, and image analysis. Help businesses and organisations navigate the ethical and governance challenges associated with AI technologies.']","Our company offers several core services related to artificial intelligence technologies, including consultancy services for implementing AI and developing strategies, data analysis with a focus on healthcare-related insights, machine learning and deep learning model development for applications like image recognition, NLP, and speech recognition, assistive robotics expertise, computer vision technology development such as object and facial recognition, and guidance on ethical and governance challenges associated with AI.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are the five steps involved in the check-in process for an open day at Clifton Campus?,0.0068092346191406,2.555784225463867,"Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

facilities at our City and Clifton campuses"," The five steps involved in the check-in process for an open day at Clifton Campus are as follows:  1. Use the campus map provided to navigate around the event. 2. Ask a member of staff or a Student Ambassador for directions if needed. 3. Check-in at the designated area upon arrival. 4. Collect any necessary materials such as brochures, maps, or schedules. 5. Begin exploring the facilities at the campus.","['CyberMIND: An AI-based platform helping cyber security professionals to detect, predict and manage stress. Showing cyber professionals and cyber teams how to reduce and manage stress levels. Improving your resilience and wellbeing helping you manage cyber crime from a position of strength.\n\n\n\n\n\nSource: Open Day Guide Clifton Campus\n\nMetadata: Tips\n\nText:\n\n5 STEPS to the open day experience: \n\n1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.\n\n2. JOIN A WELCOME TALK: A member of our University Executive Team will welcome you to NTU, outline what the University has to offer, and explore why weâ€™re one of the most popular universities in the UK.\n\n3: GET TO KNOW YOUR COURSE: Attend a subject talk, get hands-on experience in a taster session, and visit your subject hub to chat with academics and current students.']","The five steps involved in the check-in process for an open day at Clifton Campus, as per the Open Day Guide, include using the campus map to navigate around the event, asking a member of staff or Student Ambassador for directions, attending a welcome talk by a University Executive Team member, exploring what the university has to offer and why it's popular in the UK, and getting hands-on experience in taster sessions and visiting subject hubs to chat with academics and current students.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are the steps involved in course exploration during an open day at Clifton Campus?,0.0068356990814208,3.497966051101685,"Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

3: GET TO KNOW YOUR COURSE: Attend a subject talk, get hands-on experience in a taster session, and visit your subject hub to chat with academics and current students."," The steps involved in course exploration during an open day at Clifton Campus are as follows:  1. Attend a subject talk: This is where you can learn more about the specific course you're interested in from the academic staff who teach it. 2. Get hands-on experience in a taster session: These sessions give you a taste of what studying the course would be like, often involving practical activities related to the course content. 3. Visit your subject hub: Here, you can chat with current students who are studying the course you're interested in. They can provide valuable insights into what it's really like to study that course at NTU.","['CyberMIND: An AI-based platform helping cyber security professionals to detect, predict and manage stress. Showing cyber professionals and cyber teams how to reduce and manage stress levels. Improving your resilience and wellbeing helping you manage cyber crime from a position of strength.\n\n\n\n\n\nSource: Open Day Guide Clifton Campus\n\nMetadata: Tips\n\nText:\n\n5 STEPS to the open day experience: \n\n1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.\n\n2. JOIN A WELCOME TALK: A member of our University Executive Team will welcome you to NTU, outline what the University has to offer, and explore why weâ€™re one of the most popular universities in the UK.\n\n3: GET TO KNOW YOUR COURSE: Attend a subject talk, get hands-on experience in a taster session, and visit your subject hub to chat with academics and current students.']","During an open day at Clifton Campus, the steps involved in course exploration include attending a subject talk, getting hands-on experience in a taster session, and visiting your subject hub to chat with academics and current students.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What is the purpose of attending a welcome talk during an open day at Clifton Campus?,0.0068366527557373,1.5313799381256104,"Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

Source: Open Day Guide Clifton Campus

Metadata: Tips

Text:

5 STEPS to the open day experience: 

1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.

2. JOIN A WELCOME TALK: A member of our University Executive Team will welcome you to NTU, outline what the University has to offer, and explore why we’re one of the most popular universities in the UK."," The purpose of attending a welcome talk during an open day at Clifton Campus is for a member of the University Executive Team to welcome attendees, outline what the University has to offer, and explain why NTU is one of the most popular universities in the UK.","['CyberMIND: An AI-based platform helping cyber security professionals to detect, predict and manage stress. Showing cyber professionals and cyber teams how to reduce and manage stress levels. Improving your resilience and wellbeing helping you manage cyber crime from a position of strength.\n\n\n\n\n\nSource: Open Day Guide Clifton Campus\n\nMetadata: Tips\n\nText:\n\n5 STEPS to the open day experience: \n\n1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.\n\n2. JOIN A WELCOME TALK: A member of our University Executive Team will welcome you to NTU, outline what the University has to offer, and explore why weâ€™re one of the most popular universities in the UK.\n\n3: GET TO KNOW YOUR COURSE: Attend a subject talk, get hands-on experience in a taster session, and visit your subject hub to chat with academics and current students.']","The purpose of attending a welcome talk during an open day at Clifton Campus is to be welcomited by a member of our University Executive Team, who will outline what the University has to offer and explore why it's one of the most popular universities in the UK.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
Where can I find academic discussions at Clifton Campus during an open day?,0.0071423053741455,2.2829737663269043,"facilities at our City and Clifton campuses

facilities at our City and Clifton campuses

facilities at our City and Clifton campuses

Campus: Clifton Campus"," During an Open Day at Nottingham Trent University's Clifton Campus, you can find academic discussions in various locations such as lecture theatres, seminar rooms, or even informal study areas. These discussions might involve faculty members presenting information about their courses, answering student questions, or hosting interactive workshops. It's best to check the Open Day schedule provided by the university for specific times and locations of these events.","['CyberMIND: An AI-based platform helping cyber security professionals to detect, predict and manage stress. Showing cyber professionals and cyber teams how to reduce and manage stress levels. Improving your resilience and wellbeing helping you manage cyber crime from a position of strength.\n\n\n\n\n\nSource: Open Day Guide Clifton Campus\n\nMetadata: Tips\n\nText:\n\n5 STEPS to the open day experience: \n\n1. CHECK-IN: Use our campus map to help you navigate around the event or ask a member of staff or a Student Ambassador in for directions.\n\n2. JOIN A WELCOME TALK: A member of our University Executive Team will welcome you to NTU, outline what the University has to offer, and explore why weâ€™re one of the most popular universities in the UK.\n\n3: GET TO KNOW YOUR COURSE: Attend a subject talk, get hands-on experience in a taster session, and visit your subject hub to chat with academics and current students.']","During an open day at Clifton Campus, you can find academic discussions by using the campus map to navigate around the event or by visiting the subject hubs where academics and current students are available for chats.",multi_context,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are some of the key areas where artificial intelligence is applied and how does studying it contribute to developing practical skills and transferable abilities for future graduate employment?,0.0071620941162109,3.3466756343841557,"industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an

industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an

industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an

in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general"," Artificial Intelligence (AI) is applied in a wide range of industry sectors, including but not limited to technology, healthcare, finance, manufacturing, and transportation. By studying AI at Nottingham Trent University, you will gain practical skills such as programming, data analysis, machine learning, and problem-solving, which are essential for industries using AI. Additionally, you will develop transferable skills like critical thinking, communication, teamwork, and adaptability, making you suitable for various graduate employment opportunities beyond AI-specific roles. These skills are crucial in today's rapidly changing job market, enabling graduates to adapt to new challenges and opportunities throughout their careers.","['Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an ever-changing job market.']","Artificial Intelligence (AI) is applied in various industry sectors, including but not limited to healthcare, autonomous vehicles, finance, customer service, and more. Studying AI contributes to developing practical skills such as programming, data analysis, machine learning techniques, and cognitive computing applications. Additionally, it helps students develop transferable abilities like problem-solving, critical thinking, adaptability, and communication, which are valuable for general graduate employment in an ever-changing job market.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What are the key components and benefits of developing a portfolio in the Computer Science - Artificial Intelligence BSc (Hons) course, particularly focusing on skills development related to AI, machine learning, and cognitive computing?",0.0068600177764892,7.555577039718628,"Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number

During Computer Science - Artificial Intelligence (with foundation year) BSc (Hons), you will be equipped with the knowledge and skills necessary for careers in digital and technology occupations across a wide variety of different sectors in industrial, commercial and scientific computing. You will"," The Computer Science - Artificial Intelligence BSc (Hons) course emphasizes developing a portfolio as a means to demonstrate practical application of theoretical knowledge in AI, machine learning, and cognitive computing. Key components of this portfolio include:  1. Projects: Students work on various projects throughout the course, allowing them to apply their newly acquired skills in real-world scenarios. These projects often involve designing, implementing, and evaluating AI systems, machine learning models, or cognitive computing solutions.  2. Showcasing creativity and problem-solving abilities: The portfolio serves as a platform to exhibit students' innovative ideas and solutions to complex problems in the field of AI, machine learning, and cognitive computing.  3. Demonstrating adaptability: As technology evolves rapidly, the portfolio helps showcase students' ability to stay updated with the latest trends and advancements in the field.  4. Career readiness: A well-developed portfolio can significantly enhance students' employability by providing potential employers with tangible evidence of their technical competencies, problem-solving skills, and passion for the field.  5. Continuous improvement: Throughout the course, students can continuously update their portfolios with new projects and achievements, demonstrating their growth and progress over time.  In summary, developing a portfolio in the Computer Science - Artificial Intelligence BSc (Hons) course offers numerous benefits, including showcasing creativity, problem-solving abilities, adaptability, career readiness, and continuous improvement.","['Develop your portfolio on the Computer Science - Artificial Intelligence BSc (Hons): The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers skills development as an integral part of the curriculum and as preparation for the world of work. As well as practical skills necessary for the industries using AI, you will develop transferable skills which will make you suitable for general graduate employment in an ever-changing job market.']","The key components of developing a portfolio in the Computer Science - Artificial Intelligence BSc (Hons) course include practical application of theory through relevant skill development in artificial intelligence (AI), machine learning, and cognitive computing. The benefits encompass preparation for the world of work with industry-relevant skills, as well as developing transferable skills that make graduates suitable for general employment in a dynamic job market.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are the major tools used in intracranial brain stimulation research within the Cognitive Computing and Brain Informatics Research Group (CCBI)?,0.0068097114562988,5.599956750869751,"The Cognitive Computing and Brain Informatics Research Group (CCBI) is centered around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI). The Cognitive Computing and Brain Informatics Research Group is led by Dr. Mufti Mahmud.

The Cognitive Computing and Brain Informatics Research Group (CCBI) is centered around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI). The Cognitive Computing and Brain Informatics Research Group is led by Dr. Mufti Mahmud.

The Cognitive Computing and Brain Informatics Research Group (CCBI) is centered around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI). The Cognitive Computing and Brain Informatics Research Group is led by Dr. Mufti Mahmud.

The Cognitive Computing and Brain Informatics Research Group (CCBI) has external collaboration activity with: 

Electrical Engineering, Imperial College London

Neuroscience, King’s College London

Electronics, Royal Holloway University London"," The major tools used in intracranial brain stimulation research within the Cognitive Computing and Brain Informatics Research Group (CCBI) include:  1. Electroencephalography (EEG): This tool is used to record electrical activity along the scalp and from within the brain.  2. Transcranial Magnetic Stimulation (TMS): This non-invasive technique uses magnetic fields to stimulate areas of the brain.  3. Deep Brain Stimulation (DBS): This is a surgical method where electrodes are implanted directly into specific areas of the brain.  4. Body Sensor Networking (BSN): This technology involves the use of wearable sensors to monitor various physiological signals such as heart rate, skin conductance, and muscle activity.  5. Neuromodulation devices: These are implantable devices that can modulate neural activity in the brain. Examples include implantable pulse generators (IPGs) and responsive neurostimulators (RNSs).","['Developing tools and algorithms for identification, classification, and scoring of generative and degenerative brain states, diseases and abnormalities.\n\nAssisting with multi-modal real-time medical data analysis for monitoring, diagnosis, prediction of alarming states, and decision making.\n\nDeveloping tools for Brain-computer interfacing particularly for rehabilitation.\n\nDeveloping model-driven (for data fusion), data driven (for deep learning), and diffusion techniques (for cooperative learning) for AI and machine learning.\n\nSpeech processing for source separation, human identification, speech recognition, and speaker identification.\n\nMedical image enhancement, fusion, anomaly detection, and diagnosis.\n\nAdvanced signal processing including processing of biomedical signals, speech, music, and medical images.', 'Signal processing, machine learning, and sensor networks are the major tools in biomedical data (signal, image, and patient peripheral information) understanding, recognition, and classification. In CCBI the major research focus is on developing ground breaking approaches to Human-centred AI, Brain research (looking at functional, personal, behavioural, psychological and physiological disorders), brain functional data and signal (EEG, MEG, fMRI, joint EEG-fMRI) processing, understanding, and machine learning (brain responses to various stimuli, seizure, dementia, autism, mental fatigue, sleep, pain, depression, mild cognitive impairment â€“ MCI and Alzheimer,) brain-computer interfacing (BCI), brain EEG hyperscanning, mental and physical rehabilitation, and rehabilitative assessment, analysis, processing, and learning of human related data, multimodal data analysis and learning (EEG-fMRI, audio-video, medical data), and body sensor networking.\n\nCore services we offer include:']","The major tools used in intracranial brain stimulation research within the Cognitive Computing and Brain Informatics Research Group (CCBI) include signal processing, machine learning, sensor networks for understanding, recognition, and classification of biomedical data. Additionally, they utilize functional MRI (fMRI), EEG hyperscanning, brain-computer interfaces.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
