question,Retrieval_Time,Chain_Time,Vanilla_contexts,answer,RAGAS_Contexts,ground_truth,evolution_type,metadata,episode_done,contexts_bertscore_similarity
 What are the academic contributions and affiliations of Dr Farhad Fassihi-Tash within the field of Computer Science?,0.0075280666351318,6.977995157241821,professor ahmad lotfi also head computer science department professor ahmad lotfi also head computer science department professor ahmad lotfi also head computer science department dr amir pourabdollah senior lecturer computer science member cia research group dr salisu yahaya senior lecturer computer science member cia research group dr abdallah naser lecturer computer science member cia research group," Dr Farhad Fassihi-Tash is a Lecturer in Computer Science at Nottingham Trent University (NTU). He is a member of the The CIA Research Group, which focuses on research in areas such as computer vision, machine learning, and artificial intelligence. Specifically, Dr Fassihi-Tash's research interests lie in the area of computer vision, with a focus on object recognition and image analysis. Some examples of his recent work include:  1. ""A Comparative Study of Deep Learning Approaches for Object Recognition"" - This paper compares different deep learning approaches for object recognition and presents a new approach that achieves state-of-the-art performance on several benchmark datasets. 2. ""Image-based Classification of Breast Cancer Using Convolutional Neural Networks"" - In this study, Dr Fassihi-Tash and his colleagues developed a convolutional neural network (CNN) model for classifying breast cancer based on images. The model achieved high accuracy rates, making it a promising tool for early detection and diagnosis of breast cancer. 3. ""A Survey on Deep Learning Methods for Image Analysis"" - This survey paper provides an overview of deep learning methods for image analysis, including their advantages, limitations, and potential applications. It serves as a useful resource for researchers and practitioners interested in this field.",member cia research group dr abdallah naser lecturer computer science member cia research group dr farhad fassihitash senior lecturer computer science member cia research group,Dr Farhad Fassihi-Tash is a Senior Lecturer in Computer Science and member of The CIA Research Group.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7930205464363098
 What is the typical range of UCAS tariff points offered for a Computer Science and Mathematics BSc (Hons) undergraduate course at Clifton Campus?,0.0069053173065185,1.710482120513916,metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime, The typical range of UCAS tariff points offered for a Computer Science and Mathematics BSc (Hons) undergraduate course at Clifton Campus is not specified in the provided context. I would recommend checking the university's official website or contacting their admissions office for more accurate information.,metadata computer science mathematics bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes z fulltime ggc sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltimenncampus clifton campus,The typical offer for a Computer Science and Mathematics BSc (Hons) undergraduate course at Clifton Campus is between 112 to 120 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5345826745033264
 What is the typical UCAS tariff points range for an undergraduate level Computer Science and Mathematics BSc (Hons) degree at Clifton Campus?,0.0067977905273437,2.9809722900390625,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich," The typical UCAS tariff points range for an undergraduate level Computer Science BSc (Hons) degree at Nottingham Trent University's Clifton Campus is 112 - 120 points. However, I must clarify that there is no specific Computer Science and Mathematics combined degree offered at NTU's Clifton Campus. The degrees mentioned in the provided context are either Computing or Computer Science separately. For more detailed information, I would recommend visiting the official university website or contacting their admissions office directly.",metadata computer science mathematics bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes z fulltime ggc sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltimenncampus clifton campus,The typical UCAS tariff points range for an undergraduate level Computer Science and Mathematics BSc (Hons) degree is between 112 to 120 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5237859487533569
 What is the typical range of UCAS tariff points offered for a Computer Science MComp (Hons) degree at the undergraduate level?,0.0069692134857177,1.2672667503356934,metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime, The typical range of UCAS tariff points offered for a Computer Science MComp (Hons) degree at the undergraduate level is 120 - 128 UCAS tariff points.,metadata computer science mcomp honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g fulltime g sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltime five years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical offer for a Computer Science MComp (Hons) degree at the undergraduate level ranges from 120 to 128 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5615599155426025
 What is the typical UCAS tariff points range for an undergraduate level Computer Science MComp (Hons) course at Clifton Campus?,0.0071456432342529,1.315646409988403,metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computer science mcomp hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich, The typical UCAS tariff points range for an undergraduate level Computer Science MComp (Hons) course at Clifton Campus is 120 - 128 UCAS tariff points.,metadata computer science mcomp honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g fulltime g sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltime five years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical UCAS tariff points range for an undergraduate level Computer Science MComp (Hons) course is between 120 and 128 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5631714463233948
 What does the I101 UCAS code represent in relation to higher education?,0.0068342685699462,1.999647855758667,ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes fulltime start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus," The I101 UCAS code represents a specific course offered at Nottingham Trent University's Clifton Campus. However, I am unable to provide more detailed information as I don't have the exact details about the course. For accurate information, please approach a member of staff during the open day or check the university's official website.",metadata computing foundation year bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes innstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltimennstudy modes fulltimenncampus clifton campus,"The I101 UCAS code represents a Bachelor of Science (Hons) degree at the undergraduate level, specifically related to Computing. This course is typically offered full-time over four years and awards 72 UCAS tariff points.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.571074366569519
 What is the value of the typical offer in terms of UCAS tariff points for a BSc (Hons) degree at the undergraduate level?,0.0070898532867431,1.212576389312744,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing foundation year bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes, The typical offer for a BSc (Hons) degree at the undergraduate level at Nottingham Trent University is 104 - 112 UCAS tariff points.,metadata computing foundation year bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes innstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltimennstudy modes fulltimenncampus clifton campus,The typical offer for a BSc (Hons) degree at the undergraduate level is 72 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5289777517318726
What's the meaning of UCAS code I101 for Clifton's computing degree?,0.0068645477294921,1.93593978881836,ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus ucas codes fulltime start dates please ask member staff start date course staff open day able tell information duration four years fulltime study modes fulltime campus clifton campus," The UCAS code I101 refers to the BSc (Hons) Computer Science degree offered at Nottingham Trent University's Clifton Campus. It is a four-year full-time course. For more specific details such as the exact start date, please consult with a member of staff during the open day event.",metadata computing foundation year bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes innstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltimennstudy modes fulltimenncampus clifton campus,"The UCAS code 'I101' represents a BSc (Hons) in Computing at Clifton Campus, which is an undergraduate level full-time study lasting four years. This course typically offers 72 UCAS tariff points and focuses on computing with foundational knowledge.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.571074366569519
What's the UCAS code for an undergraduate BSc (Hons) in Computing?,0.0071556568145751,2.0232913494110107,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing foundation year bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes," The UCAS code for an undergraduate BSc (Hons) in Computing at Nottingham Trent University is 35E0 (for full-time study) or G401 (for sandwich study). However, if you are referring to the Computing course with a foundation year, then the UCAS code is I101.",metadata computing foundation year bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes innstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltimennstudy modes fulltimenncampus clifton campus,The UCAS code for an undergraduate BSc (Hons) in Computing is I101.,reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5289777517318726
"Where can I pursue a BSc (Hons) in Computing, and what's the associated UCAS code?",0.0071122646331787,1.544076681137085,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime industrial commercial scientific computing bsc hons computer science artificial intelligence degree designed meet accreditation requirements bcs institute citp partial ceng registration course equipped, You can pursue a BSc (Hons) in Computing at Nottingham Trent University (NTU). The associated UCAS code for this course is G401 (for sandwich version) and 35E0 (for full-time version).,metadata computing foundation year bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes innstart dates please ask member staff start date course staff open day able tell informationnnduration four years fulltimennstudy modes fulltimenncampus clifton campus,You can pursue a BSc (Hons) in Computing at an institution offering this course with a Clifton Campus. The associated UCAS code for this program is I101.,reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5317922830581665
 What are the different levels of study and typical offers for an Undergraduate level course in Computing BSc (Hons) at Clifton Campus?,0.0067939758300781,2.779944658279419,campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons," The undergraduate level course in Computing at Clifton Campus is a BSc (Hons). The typical progression through the course includes a Foundation Year followed by Level 4, Level 5, and Level 6. The Foundation Year is mandatory for some students based on their qualifications. Typical offers for entry into the course can vary, but they often include A-Level grades or equivalent qualifications. For more specific information, I would recommend visiting the NTU website or contacting the admissions team directly.",metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,"For an Undergraduate level course in Computing BSc (Hons) at Clifton Campus, the levels of study are full-time and sandwich. The typical offer for this course is between 104 to 112 UCAS tariff points.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.4355870485305786
 What is the duration and study mode of a BSc (Hons) Computing sandwich course offered at Clifton Campus?,0.0067870616912841,1.287914752960205,start dates please ask member staff start date course staff open day able tell information duration four years fulltime five years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration four years fulltime five years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration four years fulltime five years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration three years fulltime four years placement study modes fulltime sandwich campus clifton campus," The duration of a BSc (Hons) Computing sandwich course offered at Clifton Campus is four years full-time, or five years with placement. The study mode is Full-time / Sandwich.",metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,"The duration of a BSc (Hons) Computing sandwich course offered at Clifton Campus is four years with a placement, and the study mode is full-time/sandwich.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5710334181785583
 What is the range of UCAS tariff points typically offered for the Computing BSc (Hons) undergraduate course at Clifton Campus?,0.0070974826812744,1.1490757465362549,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich, The typical offer for the Computing BSc (Hons) undergraduate course at Clifton Campus is 104 - 112 UCAS tariff points.,metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical offer for the Computing BSc (Hons) undergraduate course at Clifton Campus is between 104 and 112 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5434206128120422
" What is the typical UCAS tariff points range for an Undergraduate level Computing BSc (Hons) degree, and what are the possible study modes offered at Clifton Campus?",0.0068743228912353,2.3004112243652344,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computer science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime g sandwich, The typical UCAS tariff points range for an Undergraduate level Computing BSc (Hons) degree at Nottingham Trent University's Clifton Campus is 104 - 112 UCAS tariff points. The possible study modes offered for this course are full-time with UCAS code 35E0 or sandwich with UCAS code G401.,metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical UCAS tariff points range for an Undergraduate level Computing BSc (Hons) degree is between 104 to 112. The possible study modes offered at Clifton Campus are full-time and sandwich.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5434206128120422
What is the typical three-year full-time or four-year course duration with a placement mode of study offered by this institution's Computing BSc (Hons) program at Clifton Campus?,0.0073606967926025,1.4779088497161863,start dates please ask member staff start date course staff open day able tell information duration three years fulltime four years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration three years fulltime four years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration three years fulltime four years placement study modes fulltime sandwich campus clifton campus start dates please ask member staff start date course staff open day able tell information duration four years fulltime five years placement study modes fulltime sandwich campus clifton campus," The typical three-year full-time or four-year course duration with a placement mode of study offered by this institution's Computing BSc (Hons) program at Clifton Campus is three years full-time, four years with placement.",metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical three-year full-time or four-year course duration with a placement mode of study for the Computing BSc (Hons) program offered by this institution's Clifton Campus is either three years full-time or four years including a placement.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5739544630050659
Where's the location for the BSc (Hons) Computing course with a duration of 3-4 years and hands-on work at Clifton?,0.006894826889038,2.6081676483154297,campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons," The BSc (Hons) Computing course with a duration of 3-4 years and hands-on work at Clifton is located at Nottingham Trent University's Clifton Campus in Nottingham, United Kingdom. This course includes practical skills and knowledge development in programming, maths, and engineering, and it serves as a foundation for further studies such as BSc (Hons) Mathematics with Data Science or BSc (Hons) Cyber Security.",metadata computing bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g sandwich e fulltimennstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus metadata computer science mathematics bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes z fulltime ggc sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltimenncampus clifton campus,"The BSc (Hons) Computing course, which has a duration of three to four years including a placement, is located at the Clifton Campus.",multi_context,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.4664576053619385
 What is the typical UCAS tariff points range for an undergraduate level course in Cyber Security?,0.0067963600158691,3.156990766525269,metadata cyber security foundation year bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime metadata cyber security foundation year bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime metadata cyber security foundation year bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime metadata cyber security bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes fulltime sandwich," The typical UCAS tariff points range for an undergraduate level course in Cyber Security at Nottingham Trent University is 104 - 112 UCAS tariff points. This applies to the full-time course with UCAS code I120, or the sandwich course with UCAS code I121. However, there is also a Cyber Security (with foundation year) BSc (Hons) available with a lower typical offer of 72 UCAS tariff points, with UCAS code I130 (full-time).",metadata cyber security bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes fulltime sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical UCAS tariff points range for an undergraduate level course in Cyber Security is between 104 and 112.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5398989319801331
 What is the typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course?,0.0071759223937988,1.3795905113220217,metadata mathematics data science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata mathematics data science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata mathematics data science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime, The typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course at Nottingham Trent University is 112 - 120 UCAS tariff points.,metadata mathematics data science bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes g fulltime g sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course is between 112 and 120.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5589202642440796
 What are the names of the members in the Cyber Security Research Group led by Dr. Ali Sadiq?,0.0068786144256591,2.444406270980835,cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john professor ahmad lotfi also head computer science department," The members of the Cyber Security Research Group (CSRG) led by Dr. Ali Sadiq are Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, and John.",metadata teamnntextnnthe cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john kingston dr evtim peytchevnnnnnnmetadata partners collaborators cyber security research group csrgnntext,"The members of the Cyber Security Research Group (CSRG) led by Dr. Ali Sadiq include Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7421625852584839
 Who are the key team members involved in the Cyber Security Research Group (CSRG)?,0.0072312355041503,2.5405874252319336,cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats," The key team members involved in the Cyber Security Research Group (CSRG) at Nottingham Trent University are a dynamic group of seasoned professionals. They are dedicated to researching and implementing effective solutions to safeguard against cyber threats. The group is led by Dr. Ali Sadiq. I'm afraid I don't have specific names beyond these details, but I can direct you to our website or speak with a representative from the CSRG for more information.",metadata teamnntextnnthe cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john kingston dr evtim peytchevnnnnnnmetadata partners collaborators cyber security research group csrgnntext,"The key team members involved in the Cyber Security Research Group (CSRG) include Dr. Ali Sadiq, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5238795876502991
 Who are the members of the Cyber Security Research Group (CSRG)?,0.0068793296813964,2.887824535369873,cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats cyber security research group led dr ali sadiq source facilities metadata facilities text cyber security research group csrg dynamic team seasoned professionals dedicated researching implementing effective solutions safeguard cyber threats," The members of the Cyber Security Research Group (CSRG) at Nottingham Trent University (NTU) are a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. I'm afraid I don't have specific names on hand as I'm an assistant here at the open day, but you can find more information about the group, including its members, on the NTU website or by reaching out to Dr. Ali Sadiq, the leader of the CSRG.",metadata teamnntextnnthe cyber security research group csrg led dr ali sadiq members cyber security research group csrg include dr omprakash kaiwartya tawfik alhadhrami dr dr nemitari ajienka dr xiaoqi dr colin wilmott dr alexandros konios dr richard otuka dr adnan kiani john kingston dr evtim peytchevnnnnnnmetadata partners collaborators cyber security research group csrgnntext,"The members of the Cyber Security Research Group (CSRG) include Dr. Ali Sadiq, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5238795876502991
