question,Retrieval_Time,Chain_Time,contexts,answer,ground_truth,evolution_type,metadata,episode_done,context_precision,context_recall,context_entity_recall
"Where can I pursue a BSc (Hons) in Computing, and what's the associated UCAS code?",0.0071122646331787,1.544076681137085,"['Metadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nMetadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nMetadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nin industrial, commercial and scientific computing. The BSc (Hons) Computer Science (Artificial Intelligence) degree has been designed to meet the accreditation requirements of BCS – the Institute for IT, for both CITP and partial CEng registration. During your course you will be equipped with the']", You can pursue a BSc (Hons) in Computing at Nottingham Trent University (NTU). The associated UCAS code for this course is G401 (for sandwich version) and 35E0 (for full-time version).,You can pursue a BSc (Hons) in Computing at an institution offering this course with a Clifton Campus. The associated UCAS code for this program is I101.,reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,0.5,
 What are the different levels of study and typical offers for an Undergraduate level course in Computing BSc (Hons) at Clifton Campus?,0.0067939758300781,2.779944658279419,"[""Campus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou'll develop the practical skills and knowledge in programming, maths and engineering that will get you off to a flying start when you move onto BSc (Hons) Cyber Security in your second year after completing the foundation year. \n\n\n\nMetadata: Data Science BSc (Hons)""]"," The undergraduate level course in Computing at Clifton Campus is a BSc (Hons). The typical progression through the course includes a Foundation Year followed by Level 4, Level 5, and Level 6. The Foundation Year is mandatory for some students based on their qualifications. Typical offers for entry into the course can vary, but they often include A-Level grades or equivalent qualifications. For more specific information, I would recommend visiting the NTU website or contacting the admissions team directly.","For an Undergraduate level course in Computing BSc (Hons) at Clifton Campus, the levels of study are full-time and sandwich. The typical offer for this course is between 104 to 112 UCAS tariff points.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.5,
 What is the duration and study mode of a BSc (Hons) Computing sandwich course offered at Clifton Campus?,0.0067870616912841,1.287914752960205,"['Start Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Four years full-time, five years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Four years full-time, five years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Four years full-time, five years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Three years full-time, four years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus']"," The duration of a BSc (Hons) Computing sandwich course offered at Clifton Campus is four years full-time, or five years with placement. The study mode is Full-time / Sandwich.","The duration of a BSc (Hons) Computing sandwich course offered at Clifton Campus is four years with a placement, and the study mode is full-time/sandwich.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,0.5,
 What is the range of UCAS tariff points typically offered for the Computing BSc (Hons) undergraduate course at Clifton Campus?,0.0070974826812744,1.1490757465362549,['Metadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nMetadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nMetadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)\n\nMetadata: Computer Science BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 112 - 120 UCAS tariff points\n\nUCAS Code(s): 350D (full-time); G400 (sandwich)'], The typical offer for the Computing BSc (Hons) undergraduate course at Clifton Campus is 104 - 112 UCAS tariff points.,The typical offer for the Computing BSc (Hons) undergraduate course at Clifton Campus is between 104 and 112 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
What is the typical three-year full-time or four-year course duration with a placement mode of study offered by this institution's Computing BSc (Hons) program at Clifton Campus?,0.0073606967926025,1.4779088497161863,"['Start Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Three years full-time, four years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Three years full-time, four years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Three years full-time, four years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus\n\nStart Date(s): Please ask a member of staff for the start date of this course, our staff here at the open day will be able to tell you that information.\n\nDuration: Four years full-time, five years with placement\n\nStudy Mode(s): Full-time / Sandwich\n\nCampus: Clifton Campus']"," The typical three-year full-time or four-year course duration with a placement mode of study offered by this institution's Computing BSc (Hons) program at Clifton Campus is three years full-time, four years with placement.",The typical three-year full-time or four-year course duration with a placement mode of study for the Computing BSc (Hons) program offered by this institution's Clifton Campus is either three years full-time or four years including a placement.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
Where's the location for the BSc (Hons) Computing course with a duration of 3-4 years and hands-on work at Clifton?,0.006894826889038,2.6081676483154297,"[""Campus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nCampus: Clifton Campus\n\nYou'll develop the practical skills and knowledge in programming, maths and engineering that will get you off to a flying start when you move onto BSc (Hons) Cyber Security in your second year after completing the foundation year. \n\n\n\nMetadata: Data Science BSc (Hons)""]"," The BSc (Hons) Computing course with a duration of 3-4 years and hands-on work at Clifton is located at Nottingham Trent University's Clifton Campus in Nottingham, United Kingdom. This course includes practical skills and knowledge development in programming, maths, and engineering, and it serves as a foundation for further studies such as BSc (Hons) Mathematics with Data Science or BSc (Hons) Cyber Security.","The BSc (Hons) Computing course, which has a duration of three to four years including a placement, is located at the Clifton Campus.",multi_context,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What is the typical UCAS tariff points range for an undergraduate level course in Cyber Security?,0.0067963600158691,3.156990766525269,['Metadata: Cyber Security (with foundation year) BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 72 UCAS tariff points\n\nUCAS Code(s): I130 (full-time)\n\nMetadata: Cyber Security (with foundation year) BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 72 UCAS tariff points\n\nUCAS Code(s): I130 (full-time)\n\nMetadata: Cyber Security (with foundation year) BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 72 UCAS tariff points\n\nUCAS Code(s): I130 (full-time)\n\nMetadata: Cyber Security BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): I120 (full-time); I121 (sandwich)']," The typical UCAS tariff points range for an undergraduate level course in Cyber Security at Nottingham Trent University is 104 - 112 UCAS tariff points. This applies to the full-time course with UCAS code I120, or the sandwich course with UCAS code I121. However, there is also a Cyber Security (with foundation year) BSc (Hons) available with a lower typical offer of 72 UCAS tariff points, with UCAS code I130 (full-time).",The typical UCAS tariff points range for an undergraduate level course in Cyber Security is between 104 and 112.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What is the typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course?,0.0071759223937988,1.3795905113220217,['Metadata: Mathematics with Data Science BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 112 - 120 UCAS tariff points\n\nUCAS Code(s): G120 (full-time); G121 (sandwich)\n\nMetadata: Mathematics with Data Science BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 112 - 120 UCAS tariff points\n\nUCAS Code(s): G120 (full-time); G121 (sandwich)\n\nMetadata: Mathematics with Data Science BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 112 - 120 UCAS tariff points\n\nUCAS Code(s): G120 (full-time); G121 (sandwich)\n\nMetadata: Computing BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nTypical Offer: 104 - 112 UCAS tariff points\n\nUCAS Code(s): G401 (sandwich); 35E0 (full-time)'], The typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course at Nottingham Trent University is 112 - 120 UCAS tariff points.,The typical UCAS tariff points range for an undergraduate Mathematics with Data Science BSc (Hons) course is between 112 and 120.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What are the names of the members in the Cyber Security Research Group led by Dr. Ali Sadiq?,0.0068786144256591,2.444406270980835,"['The Cyber Security Research Group (CSRG) is led by Dr. Ali Sadiq. Members of the Cyber Security Research Group (CSRG) include, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John\n\nThe Cyber Security Research Group (CSRG) is led by Dr. Ali Sadiq. Members of the Cyber Security Research Group (CSRG) include, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John\n\nThe Cyber Security Research Group (CSRG) is led by Dr. Ali Sadiq. Members of the Cyber Security Research Group (CSRG) include, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John\n\nProfessor Ahmad Lotfi, who is also the Head of the Computer Science department.']"," The members of the Cyber Security Research Group (CSRG) led by Dr. Ali Sadiq are Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, and John.","The members of the Cyber Security Research Group (CSRG) led by Dr. Ali Sadiq include Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 Who are the key team members involved in the Cyber Security Research Group (CSRG)?,0.0072312355041503,2.5405874252319336,['The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats.']," The key team members involved in the Cyber Security Research Group (CSRG) at Nottingham Trent University are a dynamic group of seasoned professionals. They are dedicated to researching and implementing effective solutions to safeguard against cyber threats. The group is led by Dr. Ali Sadiq. I'm afraid I don't have specific names beyond these details, but I can direct you to our website or speak with a representative from the CSRG for more information.","The key team members involved in the Cyber Security Research Group (CSRG) include Dr. Ali Sadiq, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
 Who are the members of the Cyber Security Research Group (CSRG)?,0.0068793296813964,2.887824535369873,['The Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. The Cyber Security Research Group is led by Dr. Ali Sadiq.\n\n\n\nSource: Facilities\n\nMetadata: Facilities\n\nText:\n\nThe Cyber Security Research Group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats.']," The members of the Cyber Security Research Group (CSRG) at Nottingham Trent University (NTU) are a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats. I'm afraid I don't have specific names on hand as I'm an assistant here at the open day, but you can find more information about the group, including its members, on the NTU website or by reaching out to Dr. Ali Sadiq, the leader of the CSRG.","The members of the Cyber Security Research Group (CSRG) include Dr. Ali Sadiq, Dr. Omprakash Kaiwartya, Tawfik Al-Hadhrami, Dr. Nemitari Ajienka, Dr. Xiaoqi Ma, Dr. Colin Wilmott, Dr. Alexandros Konios, Dr. Richard Otuka, Dr. Adnan Kiani, John Kingston, and Dr. Evtim Peytchev.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What notable art installation can be found in Nottingham's city centre that features stunning reflective surfaces?,0.0068204402923583,0.7365539073944092,"['Nottingham is a city built on culture. Here, art galleries break all the rules, cinemas are independent, and music is loud. From Anish Kapoor’s stunning Sky Mirror to funky murals and the bold architecture that frames the Lace Market, there is something to inspire everyone.\n\nNottingham is a city built on culture. Here, art galleries break all the rules, cinemas are independent, and music is loud. From Anish Kapoor’s stunning Sky Mirror to funky murals and the bold architecture that frames the Lace Market, there is something to inspire everyone.\n\nNottingham is a city built on culture. Here, art galleries break all the rules, cinemas are independent, and music is loud. From Anish Kapoor’s stunning Sky Mirror to funky murals and the bold architecture that frames the Lace Market, there is something to inspire everyone.\n\nNottingham is consistently ranked as one of the top shopping destinations in the UK.There’s the stylish stores of Victoria Centre shopping centre, high street favourites around Old Market Square and vintage gems in Hockley.']", Anish Kapoor's stunning Sky Mirror can be found in Nottingham's city centre.,"Anish Kapoorâ€™s Sky Mirror is a notable art installation located in Nottingham's city centre, featuring stunning reflective surfaces.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What role does the CertifAIEd framework play in Nottingham Trent University's Department of Computer Science's approach to teaching and researching Artificial Intelligence?,0.0068180561065673,2.516768217086792,"['for IT, for both CITP and partial CEng registration. The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers\n\nfor IT, for both CITP and partial CEng registration. The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers\n\nfor IT, for both CITP and partial CEng registration. The course puts theory into practice through skills development relevant to the modern world, in particular, the use of artificial intelligence (AI), machine learning and cognitive computing in an increasing number of industry sectors. It offers\n\nNottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching especially in Artificial Intelligence. Alongside impactful research and teaching in AI the department of computer science has entered an agreement with the Institute of']"," The CertifAIEd framework is not explicitly mentioned in the provided context. However, it is stated that Nottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching, particularly in Artificial Intelligence. This suggests that NTU may have frameworks or guidelines in place to ensure ethical practices in their AI-related research and teaching, but the specific role of CertifAIEd in this approach is not detailed in the context provided.","The CertifAIEd framework plays a significant role in Nottingham Trent University's Department of Computer Science by being utilized in both teaching and benchmarking the department's AI research activities. It also serves as a basis for training staff members who are authorised and certified assessors of AI solutions, with some even holding the title of Lead Assessors.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
" What steps has Nottingham Trent University's Department of Computer Science taken to demonstrate their commitment to AI ethics, and how do they collaborate with the Institute of Electrical and Electronics Engineers Standards Association (IEEE SA) in this regard?",0.0071418285369873,3.27266812324524,"['Nottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching especially in Artificial Intelligence. Alongside impactful research and teaching in AI the department of computer science has entered an agreement with the Institute of\n\nNottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching especially in Artificial Intelligence. Alongside impactful research and teaching in AI the department of computer science has entered an agreement with the Institute of\n\nNottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching especially in Artificial Intelligence. Alongside impactful research and teaching in AI the department of computer science has entered an agreement with the Institute of\n\nwith the Institute of Electrical and Electronics Engineers Standards Association (IEEE SA), to work closely and act as the regional hub for AI Ethics based on their framework for AI Ethics.  IEEE SA’s AI Ethics framework or “CertifAIEd” is utilised in teaching and benchmarking department’s research']"," Nottingham Trent University's Department of Computer Science has demonstrated its commitment to AI ethics through several steps. Firstly, they have integrated the IEEE SA's AI Ethics framework, also known as ""CertifAIEd"", into their teaching and research. This ensures that all AI-related studies and projects adhere to ethical standards. Secondly, they have established themselves as the regional hub for AI Ethics, working closely with the IEEE SA to implement and benchmark their research against the framework. This collaboration allows them to stay updated on the latest ethical considerations in AI and apply these learnings to their own work.","Nottingham Trent University's Department of Computer Science demonstrates their commitment to AI ethics by entering an agreement with the Institute of Electrical and Electronics Engineers Standards Association (IEEE SA) to work closely as a regional hub for AI Ethics based on IEEE SAâ€™s framework. They utilize the 'CertifAIEd' framework in teaching and benchmarking research activities, have trained 9 staff members who are authorized assessors of AI solutions with 3 certified as Lead Assessors, and contribute to a UK-led initiative developing an international systematic AI safety framework.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,0.75,
 What types of Computer Science courses related to Cyber Security are offered by NTU's Department of Computer Science?,0.0067894458770751,2.034405469894409,"['Source: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:\n\nNTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -']"," NTU's Department of Computer Science offers a Computer Science - MComp (Hons) with a specialism in Cyber Security. This course provides students with a comprehensive understanding of computer systems, networks, and cyber security principles. Additionally, there is also a Computer Networks and Security - BSc (Hons) course available, which focuses specifically on network security and cyber threats.",NTU's Department of Computer Science offers two types of Computer Science courses related to Cyber Security: 'Cyber Security - BSc (Hons)' and 'Cyber Security (with foundation year) - BSc (Hons).,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
Which CS course at NTU covers cyber security?,0.0073804855346679,1.908784866333008,"['NTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -\n\nNTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -\n\nNTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -\n\nWhy study Computer Science at NTU? This course is accredited by the BCS, The Chartered Institute for IT to Chartered Engineer (CEng) and IT Professional (CITP) status. You will undertake a year-long paid work placement. Previous students have worked with prestigious companies such IBM. Our Computer']"," The Computer Science - MComp (Hons) degree offered by NTU's Department of Computer Science includes modules on cyber security as part of its curriculum. However, if you are specifically interested in studying cyber security, I would recommend looking into the Computer Security and Forensics BSc (Hons) course, which is more focused on this area.","The Computer Science and Cyber Security, as well as the Cyber Security courses with foundation year (Computing - BSc (Hons), Cyber Security - BSc (Hons), Cyber Security (with foundation year) - BSc (Hons)) at NTU cover cyber security.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
What role does prep support play in easing university entry for academically prepared students?,0.0072095394134521,3.6570115089416495,"['higher education. In Student Support Services, we understand the common concerns that parents and carers can have as their student makes the transition to university, adulthood and independent living. Our experience is that parents and carers of students with additional support needs often have\n\nhigher education. In Student Support Services, we understand the common concerns that parents and carers can have as their student makes the transition to university, adulthood and independent living. Our experience is that parents and carers of students with additional support needs often have\n\nhigher education. In Student Support Services, we understand the common concerns that parents and carers can have as their student makes the transition to university, adulthood and independent living. Our experience is that parents and carers of students with additional support needs often have\n\nsupport needs often have worries about how their student will settle in and cope with the university life, so we have also included information about the help available for both general or specialist support. We encourage students to build their own resilience and to prepare for life after']"," At Nottingham Trent University (NTU), Prep Support plays a crucial role in easing the university entry process for academically prepared students. This service provides additional academic preparation, helping students to develop essential skills such as critical thinking, problem-solving, and time management. By offering tailored support, Prep Support ensures that students are well-equipped to handle the demands of university-level study, thereby enhancing their chances of success. Additionally, Prep Support offers a supportive environment where students can ask questions, seek clarification, and gain confidence before embarking on their university journey. This level of preparation helps to alleviate any potential anxieties and enables students to settle into university life more smoothly.","Prep support plays a crucial role in easing the university entry process for academically prepared students by ensuring they have all necessary resources and guidance before arriving at the institution. This can include academic advising, orientation sessions, and other preparatory activities that help these students transition smoothly into their new environment.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What role do probability and statistics play in the Mathematics with Data Science BSc (Hons) program?,0.007120132446289,2.7107269763946533,"['On Mathematics with Data Science BSc (Hons), you will study the core strands of Linear Algebra, Probability and Statistics, Discrete Mathematics, Artificial Intelligence, and Database Engineering. These foundations provide you with a robust understanding of mathematics, essential for handling and\n\nOn Mathematics with Data Science BSc (Hons), you will study the core strands of Linear Algebra, Probability and Statistics, Discrete Mathematics, Artificial Intelligence, and Database Engineering. These foundations provide you with a robust understanding of mathematics, essential for handling and\n\nOn Mathematics with Data Science BSc (Hons), you will study the core strands of Linear Algebra, Probability and Statistics, Discrete Mathematics, Artificial Intelligence, and Database Engineering. These foundations provide you with a robust understanding of mathematics, essential for handling and\n\nand problem-solving skills. The Mathematics with Data Science BSc (Hons) course shares common modules in your first year you can transfer MMath (Hons) Mathematics, BSc (Hons) Mathematics, or BSc (Hons) Mathematics with Statistics.']"," Probability and Statistics play a significant role in the Mathematics with Data Science BSc (Hons) program. They are essential components of the course, providing students with the necessary skills to handle and analyze data effectively. In particular, Probability helps students understand the likelihood of events occurring, while Statistics equips them with methods for collecting, analyzing, interpreting, and presenting statistical data. These skills are crucial for making informed decisions based on data in various fields such as finance, healthcare, engineering, and more.","In the Mathematics with Data Science BSc (Hons) program, probability and statistics play a crucial role as they are among the core strands of study. These subjects provide essential tools for handling and interpreting complex data, which is fundamental in fields such as artificial intelligence and database engineering.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
